Id;Location;Address;CreationDate;ReleaseVersion;InstallerId;Status;LastMaintenance;TerminalType;SoftwareVersion;IpAddress;OperatingSystem;SimCard
10486;Zalaegerszeg;Szabadság utca 85;2017. 05. 29. 0:00:00;v3.2;14;-;2017. 10. 29. 0:00:00;ATM;Soft 3.3;192.168.184.170;Windows;313615935
10487;Makó;Iskola utca 14;2018. 08. 26. 0:00:00;v2.2;18;-;2020. 05. 26. 0:00:00;ATM;Soft 2.8;192.168.146.229;Windows;666168906
10488;Tatabánya;Vasút utca 63;2022. 04. 24. 0:00:00;v5.5;18;raktárban;2022. 09. 24. 0:00:00;ATM;Soft 2.1;192.168.168.104;Windows;803490100
10489;Ráckeve;Tavaszmező utca 83;2020. 01. 05. 0:00:00;v8.2;12;aktív;2020. 10. 05. 0:00:00;ATM;Soft 4.2;192.168.5.194;Windows;246008994
10490;Dunakeszi;Rózsa utca 69;2023. 09. 24. 0:00:00;v4.2;15;raktárban;2025. 01. 24. 0:00:00;ATM;Soft 1.6;192.168.146.238;Windows;900026045
10491;Békéscsaba;Erkel Ferenc utca 4;2024. 06. 27. 0:00:00;v4.4;20;aktív;2025. 03. 27. 0:00:00;ATM;Soft 2.9;192.168.11.196;Windows;130850547
10492;Balassagyarmat;Alkotmány utca 26;2016. 12. 18. 0:00:00;v4.6;20;-;2017. 08. 18. 0:00:00;ATM;Soft 1.2;192.168.131.137;Windows;750095859
10493;Kiskunfélegyháza;Rákóczi utca 11;2022. 08. 11. 0:00:00;v2.2;17;raktárban;2024. 05. 11. 0:00:00;ATM;Soft 1.0;192.168.86.241;Windows;858800327
10494;Hatvan;Hegyalja utca 79;2016. 04. 18. 0:00:00;v5.6;13;-;2017. 01. 18. 0:00:00;ATM;Soft 4.5;192.168.107.246;Windows;291182392
10495;Sümeg;Templom utca 56;2015. 06. 24. 0:00:00;v7.5;15;raktárban;2016. 09. 24. 0:00:00;ATM;Soft 1.9;192.168.66.141;Windows;757506296
10496;Szentgotthárd;Hunyadi utca 14;2018. 01. 24. 0:00:00;v7.9;14;aktív;2019. 03. 24. 0:00:00;ATM;Soft 1.1;192.168.136.249;Windows;758964145
10497;Pilisvörösvár;Tavasz utca 36;2019. 08. 04. 0:00:00;v5.6;19;-;2021. 07. 04. 0:00:00;ATM;Soft 2.6;192.168.87.1;Windows;421390471
10498;Füzesabony;Fő utca 20;2019. 06. 08. 0:00:00;v9.5;17;-;2020. 12. 08. 0:00:00;ATM;Soft 4.9;192.168.60.153;Windows;838329068
10499;Ajka;Zrínyi utca 61;2023. 10. 11. 0:00:00;v7.0;12;raktárban;2023. 11. 11. 0:00:00;ATM;Soft 3.0;192.168.73.160;Windows;436744225
10500;Sárbogárd;Csokonai utca 74;2019. 09. 18. 0:00:00;v6.7;14;-;2020. 06. 18. 0:00:00;ATM;Soft 1.7;192.168.101.156;Windows;364632274
10501;Jászapáti;Táncsics Mihály utca 95;2015. 02. 13. 0:00:00;v5.1;19;-;2016. 07. 13. 0:00:00;ATM;Soft 1.1;192.168.94.104;Windows;885220287
10502;Mosonmagyaróvár;Virág utca 35;2016. 08. 21. 0:00:00;v5.9;19;aktív;2017. 08. 21. 0:00:00;ATM;Soft 4.8;192.168.8.96;Windows;433539002
10503;Kiskunhalas;Szent István utca 46;2018. 11. 22. 0:00:00;v9.2;14;-;2019. 10. 22. 0:00:00;ATM;Soft 1.6;192.168.15.163;Windows;577272783
10504;Zalaegerszeg;Honvéd utca 67;2018. 09. 29. 0:00:00;v6.3;12;raktárban;2020. 01. 29. 0:00:00;ATM;Soft 2.3;192.168.2.239;Windows;322273410
10505;Vecsés;Hegyalja utca 77;2015. 04. 10. 0:00:00;v5.9;17;-;2015. 07. 10. 0:00:00;ATM;Soft 3.5;192.168.62.202;Windows;235397502
10506;Békéscsaba;Ady Endre utca 41;2017. 10. 14. 0:00:00;v3.2;16;aktív;2019. 09. 14. 0:00:00;ATM;Soft 3.0;192.168.218.149;Windows;297322508
10507;Nagykőrös;Árpád utca 68;2024. 07. 04. 0:00:00;v9.4;16;-;2025. 12. 04. 0:00:00;ATM;Soft 3.4;192.168.176.1;Windows;221185693
10508;Veszprém;Petőfi utca 42;2019. 10. 23. 0:00:00;v2.4;17;aktív;2020. 09. 23. 0:00:00;ATM;Soft 1.9;192.168.71.48;Windows;218498111
10509;Kőszeg;Tavasz utca 28;2022. 03. 29. 0:00:00;v7.9;15;raktárban;2022. 11. 29. 0:00:00;ATM;Soft 2.3;192.168.110.181;Windows;696970016
10510;Szentgotthárd;Vörösmarty utca 44;2019. 02. 13. 0:00:00;v6.7;14;aktív;2019. 05. 13. 0:00:00;ATM;Soft 1.5;192.168.141.65;Windows;892507166
10511;Gyula;Erkel Ferenc utca 74;2019. 03. 29. 0:00:00;v4.4;19;raktárban;2020. 09. 29. 0:00:00;ATM;Soft 3.0;192.168.110.254;Windows;792521461
10512;Zirc;Orgona utca 80;2023. 08. 25. 0:00:00;v7.9;19;raktárban;2024. 08. 25. 0:00:00;ATM;Soft 3.2;192.168.9.206;Windows;379210881
10513;Karcag;Rákóczi tér 2;2020. 08. 22. 0:00:00;v8.7;16;-;2022. 04. 22. 0:00:00;ATM;Soft 2.4;192.168.149.212;Windows;967432832
10514;Szeged;Virág utca 88;2015. 07. 21. 0:00:00;v3.0;15;aktív;2017. 03. 21. 0:00:00;ATM;Soft 4.7;192.168.78.67;Windows;863400183
10515;Karcag;Új utca 36;2022. 10. 23. 0:00:00;v7.7;17;-;2022. 12. 23. 0:00:00;ATM;Soft 4.8;192.168.195.40;Windows;257495859
10516;Balatonfüred;Fő utca 92;2017. 10. 04. 0:00:00;v2.2;12;aktív;2019. 03. 04. 0:00:00;ATM;Soft 4.8;192.168.163.147;Windows;984844385
10517;Miskolc;Deák Ferenc utca 45;2021. 01. 17. 0:00:00;v2.7;14;aktív;2021. 02. 17. 0:00:00;ATM;Soft 1.0;192.168.123.177;Windows;737267432
10518;Pilisvörösvár;Kossuth tér 91;2016. 10. 23. 0:00:00;v1.1;20;aktív;2017. 01. 23. 0:00:00;ATM;Soft 2.9;192.168.240.170;Windows;641680337
10519;Székesfehérvár;Kossuth tér 14;2020. 12. 20. 0:00:00;v6.7;13;aktív;2022. 06. 20. 0:00:00;ATM;Soft 3.2;192.168.155.57;Windows;706219451
10520;Pécs;Tavaszmező utca 15;2020. 04. 24. 0:00:00;v5.4;17;-;2021. 02. 24. 0:00:00;ATM;Soft 2.8;192.168.205.197;Windows;810830831
10521;Gyál;Közép utca 88;2022. 03. 12. 0:00:00;v5.5;20;-;2023. 05. 12. 0:00:00;ATM;Soft 3.0;192.168.229.141;Windows;447615978
10522;Balatonalmádi;Új utca 95;2017. 01. 07. 0:00:00;v9.3;20;-;2017. 10. 07. 0:00:00;ATM;Soft 1.0;192.168.245.194;Windows;465488495
10523;Ajka;Rákóczi utca 20;2022. 04. 08. 0:00:00;v4.3;19;-;2023. 12. 08. 0:00:00;ATM;Soft 1.5;192.168.223.240;Windows;800897108
10524;Szombathely;Bem utca 9;2019. 02. 15. 0:00:00;v7.2;20;-;2019. 05. 15. 0:00:00;ATM;Soft 3.1;192.168.116.35;Windows;907212850
10525;Ajka;Alkotmány utca 40;2019. 05. 23. 0:00:00;v6.9;20;-;2019. 07. 23. 0:00:00;ATM;Soft 1.8;192.168.101.227;Windows;762859176
10526;Karcag;Zrínyi utca 55;2020. 06. 22. 0:00:00;v9.0;14;-;2020. 11. 22. 0:00:00;ATM;Soft 1.6;192.168.78.166;Windows;369575668
10527;Szekszárd;Madách utca 29;2022. 12. 30. 0:00:00;v9.7;17;aktív;2023. 11. 30. 0:00:00;ATM;Soft 4.0;192.168.110.193;Windows;918009370
10528;Kunszentmiklós;Sport utca 71;2015. 11. 09. 0:00:00;v4.6;16;-;2015. 12. 09. 0:00:00;ATM;Soft 3.2;192.168.144.31;Windows;256813011
10529;Kiskunfélegyháza;Szőlő utca 72;2017. 11. 16. 0:00:00;v2.0;19;-;2018. 07. 16. 0:00:00;ATM;Soft 1.2;192.168.198.50;Windows;917568656
10530;Nagykőrös;Szent István utca 27;2022. 03. 01. 0:00:00;v7.1;19;aktív;2022. 04. 01. 0:00:00;ATM;Soft 1.3;192.168.117.30;Windows;356217409
10531;Tapolca;Arany János utca 29;2015. 04. 26. 0:00:00;v5.7;18;aktív;2016. 11. 26. 0:00:00;ATM;Soft 2.7;192.168.190.138;Windows;901769149
10532;Hajdúböszörmény;Templom utca 58;2022. 03. 14. 0:00:00;v7.9;20;aktív;2023. 03. 14. 0:00:00;ATM;Soft 1.2;192.168.189.243;Windows;613376684
10533;Kiskunhalas;Vörösmarty utca 15;2017. 05. 02. 0:00:00;v6.2;13;-;2019. 01. 02. 0:00:00;ATM;Soft 2.6;192.168.11.46;Windows;729849187
10534;Győr;Fő utca 12;2017. 11. 11. 0:00:00;v5.5;13;-;2019. 06. 11. 0:00:00;ATM;Soft 4.8;192.168.115.102;Windows;584114646
10535;Gyál;Szabadság utca 79;2020. 11. 05. 0:00:00;v8.5;12;-;2022. 09. 05. 0:00:00;ATM;Soft 2.3;192.168.165.32;Windows;244882779
10536;Vecsés;Deák Ferenc utca 5;2023. 07. 03. 0:00:00;v3.5;16;raktárban;2023. 09. 03. 0:00:00;ATM;Soft 4.3;192.168.95.188;Windows;723905854
10537;Hódmezővásárhely;Madách utca 76;2021. 06. 04. 0:00:00;v5.6;19;-;2021. 07. 04. 0:00:00;ATM;Soft 3.9;192.168.13.224;Windows;825598011
10538;Fót;Dózsa György utca 76;2022. 07. 31. 0:00:00;v2.4;13;aktív;2023. 05. 31. 0:00:00;ATM;Soft 1.8;192.168.194.235;Windows;605037580
10539;Csömör;Tavaszmező utca 48;2021. 03. 08. 0:00:00;v8.4;19;-;2021. 08. 08. 0:00:00;ATM;Soft 2.3;192.168.43.160;Windows;903030184
10540;Kunszentmiklós;Szent István utca 13;2022. 03. 24. 0:00:00;v4.9;20;raktárban;2023. 02. 24. 0:00:00;ATM;Soft 1.4;192.168.75.29;Windows;325145709
10541;Pilisszentiván;Orgona utca 30;2016. 08. 07. 0:00:00;v9.0;18;raktárban;2018. 06. 07. 0:00:00;ATM;Soft 4.9;192.168.142.29;Windows;194062333
10542;Marcali;Petőfi utca 63;2016. 08. 29. 0:00:00;v8.5;13;raktárban;2017. 02. 28. 0:00:00;ATM;Soft 3.8;192.168.67.80;Windows;463775868
10543;Balatonalmádi;Virág utca 9;2023. 08. 26. 0:00:00;v4.1;16;-;2024. 10. 26. 0:00:00;ATM;Soft 3.2;192.168.224.43;Windows;443495669
10544;Zalaegerszeg;Munkás utca 97;2016. 08. 26. 0:00:00;v3.5;17;raktárban;2017. 04. 26. 0:00:00;ATM;Soft 2.9;192.168.216.221;Windows;708559676
10545;Lenti;Sport utca 1;2018. 10. 01. 0:00:00;v7.0;19;aktív;2019. 11. 01. 0:00:00;ATM;Soft 1.8;192.168.212.230;Windows;634637918
10546;Kiskunfélegyháza;Mátyás király utca 51;2016. 03. 02. 0:00:00;v7.7;12;-;2017. 01. 02. 0:00:00;ATM;Soft 2.2;192.168.68.90;Windows;609787584
10547;Lenti;Gyöngyvirág utca 9;2019. 01. 01. 0:00:00;v9.2;12;aktív;2020. 06. 01. 0:00:00;ATM;Soft 2.5;192.168.149.33;Windows;629068991
10548;Nyírbátor;Árpád utca 84;2024. 03. 02. 0:00:00;v1.1;14;aktív;2025. 08. 02. 0:00:00;ATM;Soft 1.0;192.168.205.61;Windows;326756798
10549;Szombathely;Szőlő utca 28;2017. 08. 15. 0:00:00;v7.7;12;-;2017. 12. 15. 0:00:00;ATM;Soft 2.1;192.168.113.211;Windows;869639867
10550;Csongrád;Munkás utca 87;2023. 10. 20. 0:00:00;v1.9;20;-;2024. 02. 20. 0:00:00;ATM;Soft 4.6;192.168.140.126;Windows;253112730
10551;Kaposvár;Dózsa György utca 85;2019. 12. 05. 0:00:00;v7.2;13;aktív;2021. 05. 05. 0:00:00;ATM;Soft 1.1;192.168.112.54;Windows;848754345
10552;Nyírbátor;Arany János utca 45;2019. 11. 25. 0:00:00;v2.4;12;aktív;2020. 05. 25. 0:00:00;ATM;Soft 3.3;192.168.213.75;Windows;972450176
10553;Pilisvörösvár;Temető utca 12;2016. 11. 11. 0:00:00;v2.7;18;-;2017. 12. 11. 0:00:00;ATM;Soft 3.9;192.168.71.215;Windows;543252133
10554;Békéscsaba;Vasút utca 16;2019. 06. 09. 0:00:00;v7.4;18;raktárban;2019. 12. 09. 0:00:00;ATM;Soft 1.8;192.168.175.104;Windows;572796610
10555;Veszprém;Táncsics Mihály utca 94;2020. 08. 16. 0:00:00;v7.0;13;raktárban;2022. 01. 16. 0:00:00;ATM;Soft 2.9;192.168.149.243;Windows;976270993
10556;Balatonfüred;Kert utca 29;2017. 03. 28. 0:00:00;v2.1;17;-;2018. 07. 28. 0:00:00;ATM;Soft 1.4;192.168.18.25;Windows;693008697
10557;Makó;Nyár utca 75;2022. 10. 15. 0:00:00;v4.4;19;aktív;2024. 02. 15. 0:00:00;ATM;Soft 3.3;192.168.154.11;Windows;323141716
10558;Esztergom;Akácfa utca 79;2022. 04. 22. 0:00:00;v7.5;16;aktív;2023. 10. 22. 0:00:00;ATM;Soft 3.2;192.168.238.218;Windows;751467905
10559;Fót;Honvéd utca 86;2023. 11. 02. 0:00:00;v9.8;16;-;2023. 12. 02. 0:00:00;ATM;Soft 3.5;192.168.243.158;Windows;585212683
10560;Békéscsaba;Jókai utca 32;2016. 03. 23. 0:00:00;v1.6;13;-;2017. 12. 23. 0:00:00;ATM;Soft 4.0;192.168.222.128;Windows;731685494
10561;Fót;Mátyás király utca 90;2021. 07. 14. 0:00:00;v4.8;20;aktív;2022. 10. 14. 0:00:00;ATM;Soft 4.0;192.168.203.174;Windows;501562085
10562;Siklós;Orgona utca 21;2021. 03. 08. 0:00:00;v1.8;13;-;2021. 08. 08. 0:00:00;ATM;Soft 2.3;192.168.111.154;Windows;261537748
10563;Baja;Közép utca 81;2020. 10. 21. 0:00:00;v7.9;15;raktárban;2021. 04. 21. 0:00:00;ATM;Soft 2.8;192.168.34.245;Windows;297884216
10564;Eger;Közép utca 89;2017. 04. 17. 0:00:00;v2.5;15;raktárban;2018. 07. 17. 0:00:00;ATM;Soft 4.6;192.168.179.73;Windows;987820967
10565;Szeged;Deák Ferenc utca 49;2015. 11. 05. 0:00:00;v3.4;12;raktárban;2016. 04. 05. 0:00:00;ATM;Soft 3.2;192.168.213.84;Windows;377886068
10566;Körmend;Szent István utca 21;2018. 08. 30. 0:00:00;v7.0;18;aktív;2020. 03. 30. 0:00:00;ATM;Soft 3.4;192.168.81.46;Windows;276166325
10567;Csömör;Jókai utca 57;2017. 12. 14. 0:00:00;v1.1;14;aktív;2019. 05. 14. 0:00:00;ATM;Soft 4.0;192.168.190.71;Windows;652526653
10568;Bonyhád;Munkás utca 3;2020. 08. 04. 0:00:00;v4.0;20;aktív;2022. 04. 04. 0:00:00;ATM;Soft 3.1;192.168.103.147;Windows;933190681
10569;Tapolca;Nyár utca 17;2018. 02. 16. 0:00:00;v9.1;20;aktív;2018. 04. 16. 0:00:00;ATM;Soft 3.8;192.168.160.67;Windows;295444223
10570;Kőszeg;Kossuth utca 57;2023. 04. 12. 0:00:00;v3.4;12;aktív;2023. 06. 12. 0:00:00;ATM;Soft 2.7;192.168.203.35;Windows;135386433
10571;Komárom;Bem utca 37;2016. 11. 26. 0:00:00;v1.1;18;aktív;2017. 02. 26. 0:00:00;ATM;Soft 2.6;192.168.145.164;Windows;185672671
10572;Karcag;Deák Ferenc utca 55;2016. 01. 25. 0:00:00;v1.3;14;aktív;2016. 06. 25. 0:00:00;ATM;Soft 2.8;192.168.65.223;Windows;908052438
10573;Ráckeve;Új utca 85;2017. 02. 05. 0:00:00;v8.3;13;aktív;2018. 11. 05. 0:00:00;ATM;Soft 4.6;192.168.179.92;Windows;903233172
10574;Gödöllő;Hársfa utca 9;2017. 04. 26. 0:00:00;v4.0;13;-;2017. 08. 26. 0:00:00;ATM;Soft 4.7;192.168.135.77;Windows;790356818
10575;Makó;Rét utca 84;2024. 02. 20. 0:00:00;v4.1;14;aktív;2024. 05. 20. 0:00:00;ATM;Soft 1.2;192.168.71.69;Windows;852485478
10576;Nagykanizsa;Új utca 21;2021. 06. 03. 0:00:00;v7.8;18;aktív;2021. 09. 03. 0:00:00;ATM;Soft 4.7;192.168.25.24;Windows;584044772
10577;Esztergom;Közép utca 73;2015. 05. 05. 0:00:00;v7.3;20;aktív;2015. 07. 05. 0:00:00;ATM;Soft 4.3;192.168.10.251;Windows;301645473
10578;Kalocsa;Széchenyi utca 78;2017. 04. 28. 0:00:00;v3.8;20;-;2018. 04. 28. 0:00:00;ATM;Soft 4.7;192.168.245.63;Windows;973657870
10579;Celldömölk;Jázmin utca 66;2019. 07. 26. 0:00:00;v1.7;19;-;2021. 03. 26. 0:00:00;ATM;Soft 4.6;192.168.95.49;Windows;540270302
10580;Sümeg;Deák Ferenc utca 75;2017. 03. 06. 0:00:00;v2.1;18;-;2018. 04. 06. 0:00:00;ATM;Soft 2.7;192.168.83.178;Windows;527148617
10581;Sárvár;Ady Endre utca 4;2019. 06. 02. 0:00:00;v9.7;19;-;2021. 01. 02. 0:00:00;ATM;Soft 3.3;192.168.108.130;Windows;351956026
10582;Vác;Bartók Béla utca 36;2022. 03. 10. 0:00:00;v4.4;12;-;2023. 10. 10. 0:00:00;ATM;Soft 4.6;192.168.192.149;Windows;659696336
10583;Tata;Orgona utca 45;2019. 03. 25. 0:00:00;v8.3;18;-;2020. 05. 25. 0:00:00;ATM;Soft 2.7;192.168.212.104;Windows;737544470
10584;Mezőkövesd;Tavasz utca 70;2018. 03. 20. 0:00:00;v1.3;18;aktív;2019. 11. 20. 0:00:00;ATM;Soft 4.5;192.168.42.133;Windows;375298131
10585;Csömör;Vasút utca 67;2019. 04. 19. 0:00:00;v5.2;19;aktív;2019. 12. 19. 0:00:00;ATM;Soft 4.2;192.168.87.51;Windows;551995810
10586;Szombathely;Honvéd utca 69;2023. 03. 17. 0:00:00;v4.5;14;raktárban;2024. 07. 17. 0:00:00;ATM;Soft 4.6;192.168.25.134;Windows;634424247
10587;Szentendre;Szőlő utca 78;2024. 01. 13. 0:00:00;v1.2;20;raktárban;2025. 02. 13. 0:00:00;ATM;Soft 2.1;192.168.235.4;Windows;253660200
10588;Hatvan;Hársfa utca 39;2021. 01. 31. 0:00:00;v2.3;13;raktárban;2022. 01. 31. 0:00:00;ATM;Soft 1.9;192.168.37.9;Windows;176431773
10589;Marcali;Hunyadi utca 62;2016. 01. 07. 0:00:00;v1.5;20;-;2017. 11. 07. 0:00:00;ATM;Soft 4.9;192.168.135.15;Windows;253129894
10590;Nyíregyháza;Szent István utca 95;2021. 08. 12. 0:00:00;v6.7;19;aktív;2022. 03. 12. 0:00:00;ATM;Soft 4.7;192.168.75.48;Windows;503538480
10591;Mór;Táncsics Mihály utca 9;2016. 10. 21. 0:00:00;v9.6;19;-;2018. 09. 21. 0:00:00;ATM;Soft 3.7;192.168.238.80;Windows;193190073
10592;Pápa;Arany János utca 24;2021. 09. 19. 0:00:00;v5.8;17;-;2021. 10. 19. 0:00:00;ATM;Soft 2.8;192.168.140.144;Windows;414116032
10593;Jászberény;Kossuth tér 81;2021. 05. 04. 0:00:00;v4.3;20;aktív;2022. 07. 04. 0:00:00;ATM;Soft 4.5;192.168.217.173;Windows;187334606
10594;Budakeszi;Jókai utca 21;2019. 01. 27. 0:00:00;v6.0;15;-;2020. 01. 27. 0:00:00;ATM;Soft 2.7;192.168.10.77;Windows;319935389
10595;Gyula;Akácfa utca 43;2019. 05. 15. 0:00:00;v6.5;17;-;2020. 06. 15. 0:00:00;ATM;Soft 2.6;192.168.37.0;Windows;371801121
10596;Mezőkövesd;Tavasz utca 54;2020. 01. 31. 0:00:00;v6.3;12;raktárban;2020. 12. 31. 0:00:00;ATM;Soft 4.3;192.168.207.225;Windows;327764433
10597;Komló;Kossuth tér 83;2024. 06. 13. 0:00:00;v5.7;15;-;2024. 10. 13. 0:00:00;ATM;Soft 4.2;192.168.35.98;Windows;958699714
10598;Orosháza;Széchenyi utca 55;2021. 03. 22. 0:00:00;v5.0;15;raktárban;2021. 10. 22. 0:00:00;ATM;Soft 2.9;192.168.251.230;Windows;212034408
10599;Nagykőrös;Szent István utca 80;2019. 06. 27. 0:00:00;v3.6;17;-;2020. 02. 27. 0:00:00;ATM;Soft 1.4;192.168.184.75;Windows;243773512
10600;Kiskunfélegyháza;Vasút utca 14;2022. 01. 22. 0:00:00;v2.4;13;aktív;2023. 04. 22. 0:00:00;ATM;Soft 1.9;192.168.230.87;Windows;887706079
10601;Mór;Új utca 97;2016. 01. 25. 0:00:00;v3.8;12;aktív;2016. 10. 25. 0:00:00;ATM;Soft 1.0;192.168.93.110;Windows;134394368
10602;Gyál;Rét utca 64;2017. 11. 21. 0:00:00;v6.8;15;-;2018. 08. 21. 0:00:00;ATM;Soft 3.7;192.168.36.178;Windows;855647008
10603;Kalocsa;Madách utca 49;2020. 09. 19. 0:00:00;v4.8;13;-;2021. 06. 19. 0:00:00;ATM;Soft 4.0;192.168.85.232;Windows;253165354
10604;Pilisvörösvár;Szabadság utca 78;2017. 07. 10. 0:00:00;v6.7;14;aktív;2017. 09. 10. 0:00:00;ATM;Soft 4.3;192.168.253.199;Windows;379023278
10605;Kecskemét;Erkel Ferenc utca 53;2015. 08. 01. 0:00:00;v7.8;15;aktív;2016. 06. 01. 0:00:00;ATM;Soft 2.2;192.168.228.136;Windows;735115495
10606;Gödöllő;Árpád utca 67;2021. 05. 04. 0:00:00;v7.3;15;-;2022. 04. 04. 0:00:00;ATM;Soft 4.1;192.168.146.110;Windows;234303493
10607;Kiskunfélegyháza;Tavasz utca 76;2021. 11. 04. 0:00:00;v5.5;19;-;2021. 12. 04. 0:00:00;ATM;Soft 4.1;192.168.216.207;Windows;446181171
10608;Fót;Iskola utca 76;2020. 11. 30. 0:00:00;v9.8;18;aktív;2022. 08. 30. 0:00:00;ATM;Soft 2.9;192.168.105.60;Windows;627717730
10609;Celldömölk;Táncsics Mihály utca 84;2016. 02. 28. 0:00:00;v9.9;17;aktív;2017. 03. 28. 0:00:00;ATM;Soft 2.0;192.168.165.146;Windows;854997607
10610;Jászberény;Csokonai utca 67;2021. 04. 10. 0:00:00;v2.8;19;aktív;2021. 12. 10. 0:00:00;ATM;Soft 4.8;192.168.180.90;Windows;255806896
10611;Celldömölk;Zrínyi utca 25;2015. 09. 03. 0:00:00;v4.3;16;aktív;2017. 06. 03. 0:00:00;ATM;Soft 4.4;192.168.49.181;Windows;304615178
10612;Budakeszi;Hunyadi utca 82;2015. 06. 09. 0:00:00;v5.1;12;-;2015. 09. 09. 0:00:00;ATM;Soft 2.9;192.168.58.170;Windows;796013657
10613;Kalocsa;Tavasz utca 25;2023. 08. 10. 0:00:00;v5.1;18;aktív;2025. 01. 10. 0:00:00;ATM;Soft 2.9;192.168.80.100;Windows;607325948
10614;Vác;Arany János utca 96;2020. 08. 04. 0:00:00;v3.4;20;aktív;2022. 07. 04. 0:00:00;ATM;Soft 4.6;192.168.132.194;Windows;462042231
10615;Csongrád;Árpád utca 8;2016. 11. 04. 0:00:00;v7.0;15;raktárban;2018. 03. 04. 0:00:00;ATM;Soft 4.0;192.168.159.241;Windows;923351016
10616;Nyíregyháza;Templom utca 51;2021. 02. 05. 0:00:00;v3.5;17;raktárban;2022. 12. 05. 0:00:00;ATM;Soft 4.9;192.168.32.237;Windows;706157967
10617;Mohács;Csokonai utca 80;2021. 06. 06. 0:00:00;v7.7;13;raktárban;2021. 09. 06. 0:00:00;ATM;Soft 3.4;192.168.164.20;Windows;283070517
10618;Vác;Erkel Ferenc utca 89;2020. 04. 13. 0:00:00;v1.3;17;aktív;2021. 02. 13. 0:00:00;ATM;Soft 2.9;192.168.117.79;Windows;446669621
10619;Debrecen;Arany János utca 47;2022. 08. 03. 0:00:00;v4.9;14;raktárban;2022. 09. 03. 0:00:00;ATM;Soft 2.6;192.168.220.26;Windows;373926705
10620;Budakeszi;Rét utca 82;2020. 01. 30. 0:00:00;v5.8;16;aktív;2020. 03. 30. 0:00:00;ATM;Soft 1.6;192.168.7.71;Windows;881741791
10621;Szentgotthárd;Árpád utca 27;2018. 04. 22. 0:00:00;v7.3;15;raktárban;2019. 01. 22. 0:00:00;ATM;Soft 3.0;192.168.158.197;Windows;142944663
10622;Lenti;Rét utca 16;2015. 04. 24. 0:00:00;v3.0;15;-;2016. 10. 24. 0:00:00;ATM;Soft 2.8;192.168.149.230;Windows;542026267
10623;Csongrád;Madách utca 33;2022. 11. 03. 0:00:00;v4.4;16;-;2023. 12. 03. 0:00:00;ATM;Soft 1.9;192.168.197.237;Windows;932171209
10624;Gyál;Madách utca 93;2016. 10. 02. 0:00:00;v8.1;18;-;2017. 09. 02. 0:00:00;ATM;Soft 1.7;192.168.230.45;Windows;415613414
10625;Jászapáti;Tavaszmező utca 12;2018. 04. 11. 0:00:00;v5.6;15;-;2018. 10. 11. 0:00:00;ATM;Soft 4.5;192.168.11.235;Windows;614553748
10626;Sopron;Bem utca 52;2020. 03. 09. 0:00:00;v8.3;12;-;2021. 01. 09. 0:00:00;ATM;Soft 3.6;192.168.207.69;Windows;988182979
10627;Jászberény;Bartók Béla utca 5;2019. 01. 31. 0:00:00;v1.4;17;-;2019. 04. 30. 0:00:00;ATM;Soft 2.6;192.168.104.212;Windows;515698027
10628;Székesfehérvár;Iskola utca 67;2022. 07. 17. 0:00:00;v2.8;14;aktív;2023. 01. 17. 0:00:00;ATM;Soft 1.4;192.168.238.165;Windows;874208247
10629;Gyál;Rákóczi utca 95;2019. 09. 09. 0:00:00;v2.3;12;-;2020. 09. 09. 0:00:00;ATM;Soft 2.2;192.168.54.85;Windows;569609367
10630;Tapolca;Szent István utca 48;2022. 02. 12. 0:00:00;v6.1;18;-;2022. 12. 12. 0:00:00;ATM;Soft 2.6;192.168.184.191;Windows;534914928
10631;Csömör;Petőfi utca 74;2018. 07. 22. 0:00:00;v7.1;18;aktív;2018. 12. 22. 0:00:00;ATM;Soft 4.5;192.168.33.249;Windows;526668325
10632;Szolnok;Madách utca 95;2022. 09. 19. 0:00:00;v2.4;15;aktív;2024. 01. 19. 0:00:00;ATM;Soft 2.9;192.168.194.76;Windows;861033030
10633;Tiszafüred;Templom utca 46;2017. 01. 31. 0:00:00;v5.2;18;-;2018. 05. 31. 0:00:00;ATM;Soft 2.0;192.168.196.240;Windows;649423506
10634;Szolnok;Orgona utca 33;2021. 12. 17. 0:00:00;v7.3;18;-;2022. 04. 17. 0:00:00;ATM;Soft 1.9;192.168.114.131;Windows;470894196
10635;Komárom;Árpád utca 81;2021. 05. 11. 0:00:00;v1.9;12;-;2023. 01. 11. 0:00:00;ATM;Soft 2.8;192.168.186.178;Windows;172970115
10636;Budakeszi;Temető utca 78;2022. 01. 01. 0:00:00;v7.1;19;-;2023. 03. 01. 0:00:00;ATM;Soft 2.8;192.168.85.143;Windows;284575854
10637;Ózd;Jázmin utca 69;2023. 01. 06. 0:00:00;v1.0;18;-;2023. 03. 06. 0:00:00;ATM;Soft 4.4;192.168.223.189;Windows;103120301
10638;Szentgotthárd;Szőlő utca 78;2022. 12. 23. 0:00:00;v7.6;12;aktív;2024. 04. 23. 0:00:00;ATM;Soft 2.5;192.168.94.74;Windows;293130662
10639;Komárom;Közép utca 82;2023. 12. 01. 0:00:00;v5.4;12;-;2025. 08. 01. 0:00:00;ATM;Soft 3.5;192.168.35.120;Windows;820505285
